running job: 3
/home-mscluster/erex/anaconda3/envs/swav/lib/python3.9/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: libtorch_cuda_cu.so: cannot open shared object file: No such file or directory
  warn(f"Failed to load image Python extension: {e}")
INFO - 02/18/23 03:15:36 - 0:00:00 - ============ Initialized logger ============
INFO - 02/18/23 03:15:36 - 0:00:00 - arch: resnet50
                                     batch_size: 32
                                     data_path: /home-mscluster/erex/research_project/datasets/Covidx-CT
                                     decay_epochs: [60, 80]
                                     dist_url: env://
                                     dump_checkpoints: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3/checkpoints
                                     dump_path: /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     epochs: 100
                                     final_lr: 0
                                     gamma: 0.1
                                     global_pooling: True
                                     gpu_to_work_on: 0
                                     is_slurm_job: True
                                     local_rank: 0
                                     lr: 0.3
                                     nesterov: False
                                     num_labels: 2
                                     pretrained: /home-mscluster/erex/research_project/models/swav/experiments/pre-training/saving_dir3/checkpoint.pth.tar
                                     rank: 0
                                     scheduler_type: cosine
                                     seed: 31
                                     use_bn: False
                                     wd: 1e-06
                                     workers: 10
                                     world_size: 1
INFO - 02/18/23 03:15:36 - 0:00:00 - The experiment will be stored in /home-mscluster/erex/research_project/models/swav/experiments/training/saving_dir3
                                     

INFO - 02/18/23 03:18:43 - 0:03:06 - Building data done
INFO - 02/18/23 03:19:16 - 0:03:40 - Load pretrained model with msg: _IncompatibleKeys(missing_keys=[], unexpected_keys=['projection_head.0.weight', 'projection_head.0.bias', 'projection_head.1.weight', 'projection_head.1.bias', 'projection_head.1.running_mean', 'projection_head.1.running_var', 'projection_head.1.num_batches_tracked', 'projection_head.3.weight', 'projection_head.3.bias', 'prototypes.weight'])
INFO - 02/18/23 03:19:16 - 0:03:40 - ============ Starting epoch 0 ... ============
[W reducer.cpp:1251] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters in the forward pass. This flag results in an extra traversal of the autograd graph every iteration,  which can adversely affect performance. If your model indeed never has any unused parameters in the forward pass, consider turning this flag off. Note that this warning may be a false positive if your model has flow control causing later iterations to have unused parameters. (function operator())
INFO - 02/18/23 03:19:49 - 0:04:13 - Epoch[0] - Iter: [0/11173]	Time 33.155 (33.155)	Data 2.332 (2.332)	Loss 0.6042 (0.6042)	Prec 87.500 (87.500)	LR 0.3
INFO - 02/18/23 06:57:40 - 3:42:04 - Epoch[5] - Iter: [4450/11173]	Time 0.025 (0.245)	Data 0.000 (0.220)	Loss 2.8714 (2.3408)	Prec 87.500 (85.418)	LR 0.29815325108927065
INFO - 02/18/23 06:57:51 - 3:42:15 - Epoch[5] - Iter: [4500/11173]	Time 0.025 (0.245)	Data 0.000 (0.220)	Loss 1.4898 (2.3390)	Prec 87.500 (85.417)	LR 0.29815325108927065
INFO - 02/18/23 06:58:03 - 3:42:27 - Epoch[5] - Iter: [4550/11173]	Time 0.025 (0.244)	Data 0.000 (0.220)	Loss 1.8021 (2.3416)	Prec 87.500 (85.405)	LR 0.29815325108927065
INFO - 02/18/23 06:58:15 - 3:42:38 - Epoch[5] - Iter: [4600/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 3.6585 (2.3429)	Prec 93.750 (85.399)	LR 0.29815325108927065
INFO - 02/18/23 06:58:27 - 3:42:51 - Epoch[5] - Iter: [4650/11173]	Time 0.025 (0.244)	Data 0.000 (0.220)	Loss 5.3133 (2.3402)	Prec 84.375 (85.413)	LR 0.29815325108927065
INFO - 02/18/23 06:58:40 - 3:43:04 - Epoch[5] - Iter: [4700/11173]	Time 0.025 (0.245)	Data 0.000 (0.220)	Loss 2.7911 (2.3499)	Prec 68.750 (85.376)	LR 0.29815325108927065
INFO - 02/18/23 06:58:52 - 3:43:16 - Epoch[5] - Iter: [4750/11173]	Time 0.025 (0.244)	Data 0.000 (0.220)	Loss 0.9043 (2.3491)	Prec 87.500 (85.393)	LR 0.29815325108927065
INFO - 02/18/23 06:59:03 - 3:43:27 - Epoch[5] - Iter: [4800/11173]	Time 0.024 (0.244)	Data 0.000 (0.219)	Loss 1.0267 (2.3507)	Prec 90.625 (85.394)	LR 0.29815325108927065
INFO - 02/18/23 06:59:15 - 3:43:39 - Epoch[5] - Iter: [4850/11173]	Time 0.024 (0.244)	Data 0.000 (0.219)	Loss 3.9451 (2.3467)	Prec 84.375 (85.412)	LR 0.29815325108927065
INFO - 02/18/23 06:59:27 - 3:43:51 - Epoch[5] - Iter: [4900/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 1.5676 (2.3393)	Prec 81.250 (85.418)	LR 0.29815325108927065
INFO - 02/18/23 06:59:40 - 3:44:03 - Epoch[5] - Iter: [4950/11173]	Time 0.024 (0.244)	Data 0.000 (0.219)	Loss 1.0576 (2.3321)	Prec 93.750 (85.432)	LR 0.29815325108927065
INFO - 02/18/23 06:59:53 - 3:44:16 - Epoch[5] - Iter: [5000/11173]	Time 0.025 (0.244)	Data 0.000 (0.220)	Loss 2.0985 (2.3286)	Prec 90.625 (85.444)	LR 0.29815325108927065
INFO - 02/18/23 07:00:04 - 3:44:28 - Epoch[5] - Iter: [5050/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 1.8089 (2.3216)	Prec 84.375 (85.463)	LR 0.29815325108927065
INFO - 02/18/23 07:00:15 - 3:44:39 - Epoch[5] - Iter: [5100/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 0.4816 (2.3156)	Prec 90.625 (85.469)	LR 0.29815325108927065
INFO - 02/18/23 07:00:27 - 3:44:50 - Epoch[5] - Iter: [5150/11173]	Time 0.024 (0.244)	Data 0.000 (0.219)	Loss 1.4832 (2.3215)	Prec 93.750 (85.458)	LR 0.29815325108927065
INFO - 02/18/23 07:00:38 - 3:45:02 - Epoch[5] - Iter: [5200/11173]	Time 0.280 (0.244)	Data 0.256 (0.219)	Loss 3.4502 (2.3221)	Prec 84.375 (85.448)	LR 0.29815325108927065
INFO - 02/18/23 07:00:51 - 3:45:15 - Epoch[5] - Iter: [5250/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 1.0723 (2.3164)	Prec 90.625 (85.461)	LR 0.29815325108927065
INFO - 02/18/23 07:01:03 - 3:45:27 - Epoch[5] - Iter: [5300/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 1.7835 (2.3166)	Prec 81.250 (85.461)	LR 0.29815325108927065
INFO - 02/18/23 07:01:15 - 3:45:39 - Epoch[5] - Iter: [5350/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 1.8795 (2.3221)	Prec 93.750 (85.438)	LR 0.29815325108927065
INFO - 02/18/23 07:01:27 - 3:45:51 - Epoch[5] - Iter: [5400/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 2.6373 (2.3204)	Prec 84.375 (85.451)	LR 0.29815325108927065
INFO - 02/18/23 07:01:39 - 3:46:03 - Epoch[5] - Iter: [5450/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 1.0773 (2.3224)	Prec 87.500 (85.446)	LR 0.29815325108927065
INFO - 02/18/23 07:01:51 - 3:46:15 - Epoch[5] - Iter: [5500/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 3.9922 (2.3263)	Prec 71.875 (85.430)	LR 0.29815325108927065
INFO - 02/18/23 07:02:03 - 3:46:27 - Epoch[5] - Iter: [5550/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 2.9238 (2.3287)	Prec 84.375 (85.424)	LR 0.29815325108927065
INFO - 02/18/23 07:02:14 - 3:46:38 - Epoch[5] - Iter: [5600/11173]	Time 0.025 (0.243)	Data 0.000 (0.219)	Loss 0.1403 (2.3254)	Prec 96.875 (85.433)	LR 0.29815325108927065
INFO - 02/18/23 07:02:27 - 3:46:51 - Epoch[5] - Iter: [5650/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 2.2624 (2.3202)	Prec 84.375 (85.441)	LR 0.29815325108927065
INFO - 02/18/23 07:02:39 - 3:47:03 - Epoch[5] - Iter: [5700/11173]	Time 0.025 (0.244)	Data 0.000 (0.219)	Loss 2.8270 (2.3205)	Prec 75.000 (85.432)	LR 0.29815325108927065
INFO - 02/18/23 07:02:51 - 3:47:15 - Epoch[5] - Iter: [5750/11173]	Time 0.025 (0.243)	Data 0.000 (0.219)	Loss 2.4258 (2.3168)	Prec 87.500 (85.447)	LR 0.29815325108927065
INFO - 02/18/23 07:03:03 - 3:47:26 - Epoch[5] - Iter: [5800/11173]	Time 0.025 (0.243)	Data 0.000 (0.219)	Loss 2.6696 (2.3188)	Prec 84.375 (85.445)	LR 0.29815325108927065
INFO - 02/18/23 07:03:15 - 3:47:38 - Epoch[5] - Iter: [5850/11173]	Time 0.025 (0.243)	Data 0.000 (0.219)	Loss 2.4523 (2.3229)	Prec 87.500 (85.431)	LR 0.29815325108927065
INFO - 02/18/23 07:03:27 - 3:47:50 - Epoch[5] - Iter: [5900/11173]	Time 0.025 (0.243)	Data 0.000 (0.219)	Loss 4.4798 (2.3257)	Prec 84.375 (85.435)	LR 0.29815325108927065
INFO - 02/18/23 07:03:38 - 3:48:02 - Epoch[5] - Iter: [5950/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 0.8013 (2.3215)	Prec 93.750 (85.444)	LR 0.29815325108927065
INFO - 02/18/23 07:03:51 - 3:48:14 - Epoch[5] - Iter: [6000/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 1.4524 (2.3191)	Prec 81.250 (85.455)	LR 0.29815325108927065
INFO - 02/18/23 07:04:03 - 3:48:27 - Epoch[5] - Iter: [6050/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 1.0844 (2.3142)	Prec 87.500 (85.459)	LR 0.29815325108927065
INFO - 02/18/23 07:04:14 - 3:48:38 - Epoch[5] - Iter: [6100/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 1.8057 (2.3210)	Prec 90.625 (85.432)	LR 0.29815325108927065
INFO - 02/18/23 07:04:26 - 3:48:49 - Epoch[5] - Iter: [6150/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 2.4708 (2.3194)	Prec 93.750 (85.431)	LR 0.29815325108927065
INFO - 02/18/23 07:04:38 - 3:49:02 - Epoch[5] - Iter: [6200/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 1.1314 (2.3189)	Prec 90.625 (85.430)	LR 0.29815325108927065
INFO - 02/18/23 07:04:50 - 3:49:13 - Epoch[5] - Iter: [6250/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 0.4672 (2.3221)	Prec 96.875 (85.432)	LR 0.29815325108927065
INFO - 02/18/23 07:05:02 - 3:49:26 - Epoch[5] - Iter: [6300/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 2.6485 (2.3168)	Prec 78.125 (85.441)	LR 0.29815325108927065
INFO - 02/18/23 07:05:13 - 3:49:37 - Epoch[5] - Iter: [6350/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 0.8979 (2.3114)	Prec 90.625 (85.460)	LR 0.29815325108927065
INFO - 02/18/23 07:05:26 - 3:49:49 - Epoch[5] - Iter: [6400/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 1.6776 (2.3089)	Prec 90.625 (85.462)	LR 0.29815325108927065
INFO - 02/18/23 07:05:38 - 3:50:02 - Epoch[5] - Iter: [6450/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 0.4082 (2.3088)	Prec 96.875 (85.465)	LR 0.29815325108927065
INFO - 02/18/23 07:05:51 - 3:50:14 - Epoch[5] - Iter: [6500/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 0.8569 (2.3063)	Prec 84.375 (85.466)	LR 0.29815325108927065
INFO - 02/18/23 07:06:03 - 3:50:26 - Epoch[5] - Iter: [6550/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 2.0489 (2.3005)	Prec 84.375 (85.481)	LR 0.29815325108927065
INFO - 02/18/23 07:06:15 - 3:50:39 - Epoch[5] - Iter: [6600/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 0.5916 (2.2952)	Prec 93.750 (85.489)	LR 0.29815325108927065
INFO - 02/18/23 07:06:25 - 3:50:49 - Epoch[5] - Iter: [6650/11173]	Time 0.025 (0.243)	Data 0.000 (0.218)	Loss 0.2440 (2.2946)	Prec 93.750 (85.487)	LR 0.29815325108927065
INFO - 02/18/23 07:06:36 - 3:50:59 - Epoch[5] - Iter: [6700/11173]	Time 0.025 (0.242)	Data 0.000 (0.218)	Loss 0.8466 (2.2941)	Prec 87.500 (85.480)	LR 0.29815325108927065
INFO - 02/18/23 07:06:48 - 3:51:11 - Epoch[5] - Iter: [6750/11173]	Time 0.025 (0.242)	Data 0.000 (0.218)	Loss 3.1808 (2.2985)	Prec 81.250 (85.458)	LR 0.29815325108927065
INFO - 02/18/23 07:06:59 - 3:51:23 - Epoch[5] - Iter: [6800/11173]	Time 0.025 (0.242)	Data 0.000 (0.218)	Loss 4.3676 (2.3079)	Prec 62.500 (85.439)	LR 0.29815325108927065
INFO - 02/18/23 07:07:11 - 3:51:35 - Epoch[5] - Iter: [6850/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 3.6996 (2.3107)	Prec 84.375 (85.435)	LR 0.29815325108927065
INFO - 02/18/23 07:07:23 - 3:51:47 - Epoch[5] - Iter: [6900/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 0.1262 (2.3059)	Prec 90.625 (85.450)	LR 0.29815325108927065
INFO - 02/18/23 07:07:35 - 3:51:59 - Epoch[5] - Iter: [6950/11173]	Time 0.025 (0.242)	Data 0.000 (0.218)	Loss 0.6399 (2.3059)	Prec 96.875 (85.444)	LR 0.29815325108927065
INFO - 02/18/23 07:07:48 - 3:52:12 - Epoch[5] - Iter: [7000/11173]	Time 0.025 (0.242)	Data 0.000 (0.218)	Loss 1.1504 (2.3082)	Prec 90.625 (85.449)	LR 0.29815325108927065
INFO - 02/18/23 07:07:59 - 3:52:22 - Epoch[5] - Iter: [7050/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 2.2574 (2.3100)	Prec 84.375 (85.445)	LR 0.29815325108927065
INFO - 02/18/23 07:08:10 - 3:52:34 - Epoch[5] - Iter: [7100/11173]	Time 0.024 (0.242)	Data 0.000 (0.217)	Loss 1.5690 (2.3042)	Prec 87.500 (85.454)	LR 0.29815325108927065
INFO - 02/18/23 07:08:21 - 3:52:45 - Epoch[5] - Iter: [7150/11173]	Time 0.033 (0.242)	Data 0.008 (0.217)	Loss 3.4770 (2.2996)	Prec 84.375 (85.464)	LR 0.29815325108927065
INFO - 02/18/23 07:08:33 - 3:52:57 - Epoch[5] - Iter: [7200/11173]	Time 0.024 (0.242)	Data 0.000 (0.217)	Loss 1.0527 (2.2953)	Prec 90.625 (85.466)	LR 0.29815325108927065
INFO - 02/18/23 07:08:45 - 3:53:09 - Epoch[5] - Iter: [7250/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 5.8779 (2.2991)	Prec 84.375 (85.468)	LR 0.29815325108927065
INFO - 02/18/23 07:08:57 - 3:53:21 - Epoch[5] - Iter: [7300/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 0.8668 (2.2977)	Prec 93.750 (85.467)	LR 0.29815325108927065
INFO - 02/18/23 07:09:10 - 3:53:33 - Epoch[5] - Iter: [7350/11173]	Time 0.024 (0.242)	Data 0.000 (0.217)	Loss 3.0079 (2.2996)	Prec 87.500 (85.457)	LR 0.29815325108927065
INFO - 02/18/23 07:09:22 - 3:53:46 - Epoch[5] - Iter: [7400/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 6.1288 (2.2971)	Prec 87.500 (85.470)	LR 0.29815325108927065
INFO - 02/18/23 07:09:33 - 3:53:57 - Epoch[5] - Iter: [7450/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 0.4702 (2.2913)	Prec 84.375 (85.487)	LR 0.29815325108927065
INFO - 02/18/23 07:09:46 - 3:54:10 - Epoch[5] - Iter: [7500/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 1.2882 (2.2893)	Prec 93.750 (85.494)	LR 0.29815325108927065
INFO - 02/18/23 07:09:57 - 3:54:21 - Epoch[5] - Iter: [7550/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 1.9680 (2.2871)	Prec 87.500 (85.495)	LR 0.29815325108927065
INFO - 02/18/23 07:10:09 - 3:54:33 - Epoch[5] - Iter: [7600/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 4.6598 (2.2834)	Prec 65.625 (85.508)	LR 0.29815325108927065
INFO - 02/18/23 07:10:21 - 3:54:45 - Epoch[5] - Iter: [7650/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 3.1024 (2.2857)	Prec 87.500 (85.502)	LR 0.29815325108927065
INFO - 02/18/23 07:10:33 - 3:54:57 - Epoch[5] - Iter: [7700/11173]	Time 0.401 (0.242)	Data 0.377 (0.217)	Loss 3.6907 (2.2904)	Prec 81.250 (85.500)	LR 0.29815325108927065
INFO - 02/18/23 07:10:45 - 3:55:09 - Epoch[5] - Iter: [7750/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 1.3131 (2.2901)	Prec 93.750 (85.484)	LR 0.29815325108927065
INFO - 02/18/23 07:10:56 - 3:55:20 - Epoch[5] - Iter: [7800/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 2.3938 (2.2917)	Prec 87.500 (85.477)	LR 0.29815325108927065
INFO - 02/18/23 07:11:07 - 3:55:31 - Epoch[5] - Iter: [7850/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 1.5511 (2.2927)	Prec 90.625 (85.473)	LR 0.29815325108927065
INFO - 02/18/23 07:11:19 - 3:55:43 - Epoch[5] - Iter: [7900/11173]	Time 0.108 (0.242)	Data 0.084 (0.217)	Loss 1.1886 (2.2921)	Prec 90.625 (85.471)	LR 0.29815325108927065
INFO - 02/18/23 07:11:31 - 3:55:55 - Epoch[5] - Iter: [7950/11173]	Time 0.025 (0.242)	Data 0.000 (0.217)	Loss 1.8807 (2.2946)	Prec 90.625 (85.458)	LR 0.29815325108927065
INFO - 02/18/23 07:11:43 - 3:56:07 - Epoch[5] - Iter: [8000/11173]	Time 0.186 (0.242)	Data 0.162 (0.217)	Loss 1.4943 (2.2947)	Prec 84.375 (85.455)	LR 0.29815325108927065
INFO - 02/18/23 07:11:55 - 3:56:19 - Epoch[5] - Iter: [8050/11173]	Time 0.305 (0.242)	Data 0.281 (0.217)	Loss 0.3741 (2.2913)	Prec 90.625 (85.474)	LR 0.29815325108927065
INFO - 02/18/23 07:12:07 - 3:56:31 - Epoch[5] - Iter: [8100/11173]	Time 0.657 (0.242)	Data 0.633 (0.217)	Loss 2.2085 (2.2883)	Prec 90.625 (85.484)	LR 0.29815325108927065
INFO - 02/18/23 07:12:18 - 3:56:42 - Epoch[5] - Iter: [8150/11173]	Time 0.655 (0.241)	Data 0.631 (0.217)	Loss 0.3551 (2.2856)	Prec 96.875 (85.489)	LR 0.29815325108927065
INFO - 02/18/23 07:12:30 - 3:56:54 - Epoch[5] - Iter: [8200/11173]	Time 0.565 (0.241)	Data 0.541 (0.217)	Loss 0.7991 (2.2850)	Prec 87.500 (85.494)	LR 0.29815325108927065
INFO - 02/18/23 07:12:43 - 3:57:07 - Epoch[5] - Iter: [8250/11173]	Time 0.835 (0.241)	Data 0.811 (0.217)	Loss 0.9898 (2.2825)	Prec 84.375 (85.498)	LR 0.29815325108927065
INFO - 02/18/23 07:12:55 - 3:57:19 - Epoch[5] - Iter: [8300/11173]	Time 0.524 (0.241)	Data 0.499 (0.217)	Loss 2.1981 (2.2793)	Prec 71.875 (85.494)	LR 0.29815325108927065
INFO - 02/18/23 07:13:07 - 3:57:31 - Epoch[5] - Iter: [8350/11173]	Time 0.489 (0.241)	Data 0.465 (0.217)	Loss 1.7096 (2.2749)	Prec 81.250 (85.504)	LR 0.29815325108927065
INFO - 02/18/23 07:13:20 - 3:57:44 - Epoch[5] - Iter: [8400/11173]	Time 0.591 (0.242)	Data 0.567 (0.217)	Loss 2.8287 (2.2724)	Prec 90.625 (85.511)	LR 0.29815325108927065
INFO - 02/18/23 07:13:32 - 3:57:56 - Epoch[5] - Iter: [8450/11173]	Time 0.800 (0.242)	Data 0.775 (0.217)	Loss 2.2972 (2.2735)	Prec 81.250 (85.508)	LR 0.29815325108927065
INFO - 02/18/23 07:13:45 - 3:58:09 - Epoch[5] - Iter: [8500/11173]	Time 0.282 (0.242)	Data 0.258 (0.217)	Loss 1.6319 (2.2706)	Prec 84.375 (85.511)	LR 0.29815325108927065
INFO - 02/18/23 07:13:57 - 3:58:20 - Epoch[5] - Iter: [8550/11173]	Time 0.126 (0.242)	Data 0.102 (0.217)	Loss 1.1533 (2.2667)	Prec 90.625 (85.522)	LR 0.29815325108927065
INFO - 02/18/23 07:14:06 - 3:58:30 - Epoch[5] - Iter: [8600/11173]	Time 0.025 (0.241)	Data 0.000 (0.216)	Loss 3.1134 (2.2648)	Prec 87.500 (85.522)	LR 0.29815325108927065
INFO - 02/18/23 07:14:15 - 3:58:38 - Epoch[5] - Iter: [8650/11173]	Time 0.226 (0.241)	Data 0.202 (0.216)	Loss 1.5142 (2.2637)	Prec 84.375 (85.519)	LR 0.29815325108927065
INFO - 02/18/23 07:14:23 - 3:58:47 - Epoch[5] - Iter: [8700/11173]	Time 0.168 (0.240)	Data 0.143 (0.216)	Loss 0.0001 (2.2593)	Prec 100.000 (85.528)	LR 0.29815325108927065
INFO - 02/18/23 07:14:32 - 3:58:56 - Epoch[5] - Iter: [8750/11173]	Time 0.485 (0.240)	Data 0.461 (0.215)	Loss 1.7146 (2.2556)	Prec 87.500 (85.538)	LR 0.29815325108927065
INFO - 02/18/23 07:14:41 - 3:59:05 - Epoch[5] - Iter: [8800/11173]	Time 0.456 (0.240)	Data 0.432 (0.215)	Loss 0.7935 (2.2550)	Prec 84.375 (85.534)	LR 0.29815325108927065
INFO - 02/18/23 07:14:50 - 3:59:14 - Epoch[5] - Iter: [8850/11173]	Time 0.601 (0.239)	Data 0.577 (0.215)	Loss 1.5324 (2.2529)	Prec 90.625 (85.540)	LR 0.29815325108927065
INFO - 02/18/23 07:14:59 - 3:59:23 - Epoch[5] - Iter: [8900/11173]	Time 0.025 (0.239)	Data 0.000 (0.214)	Loss 4.5534 (2.2537)	Prec 90.625 (85.531)	LR 0.29815325108927065
INFO - 02/18/23 07:15:09 - 3:59:32 - Epoch[5] - Iter: [8950/11173]	Time 0.024 (0.239)	Data 0.000 (0.214)	Loss 2.5084 (2.2509)	Prec 87.500 (85.534)	LR 0.29815325108927065
INFO - 02/18/23 07:15:18 - 3:59:42 - Epoch[5] - Iter: [9000/11173]	Time 0.961 (0.239)	Data 0.936 (0.214)	Loss 2.0491 (2.2518)	Prec 90.625 (85.529)	LR 0.29815325108927065
INFO - 02/18/23 07:15:27 - 3:59:50 - Epoch[5] - Iter: [9050/11173]	Time 0.988 (0.238)	Data 0.964 (0.213)	Loss 3.3020 (2.2514)	Prec 78.125 (85.533)	LR 0.29815325108927065
INFO - 02/18/23 07:15:35 - 3:59:59 - Epoch[5] - Iter: [9100/11173]	Time 1.224 (0.238)	Data 1.200 (0.213)	Loss 1.7231 (2.2533)	Prec 90.625 (85.527)	LR 0.29815325108927065
INFO - 02/18/23 07:15:44 - 4:00:07 - Epoch[5] - Iter: [9150/11173]	Time 0.352 (0.237)	Data 0.328 (0.213)	Loss 1.8674 (2.2548)	Prec 93.750 (85.519)	LR 0.29815325108927065
INFO - 02/18/23 07:15:53 - 4:00:16 - Epoch[5] - Iter: [9200/11173]	Time 0.387 (0.237)	Data 0.363 (0.212)	Loss 1.1042 (2.2597)	Prec 90.625 (85.506)	LR 0.29815325108927065
INFO - 02/18/23 07:16:02 - 4:00:25 - Epoch[5] - Iter: [9250/11173]	Time 0.025 (0.237)	Data 0.000 (0.212)	Loss 1.8491 (2.2579)	Prec 90.625 (85.512)	LR 0.29815325108927065
INFO - 02/18/23 07:16:11 - 4:00:34 - Epoch[5] - Iter: [9300/11173]	Time 0.025 (0.237)	Data 0.000 (0.212)	Loss 0.7515 (2.2552)	Prec 93.750 (85.516)	LR 0.29815325108927065
INFO - 02/18/23 07:16:20 - 4:00:43 - Epoch[5] - Iter: [9350/11173]	Time 0.025 (0.236)	Data 0.000 (0.211)	Loss 2.6784 (2.2584)	Prec 68.750 (85.506)	LR 0.29815325108927065
INFO - 02/18/23 07:16:29 - 4:00:53 - Epoch[5] - Iter: [9400/11173]	Time 0.025 (0.236)	Data 0.000 (0.211)	Loss 1.7578 (2.2583)	Prec 87.500 (85.509)	LR 0.29815325108927065
INFO - 02/18/23 07:16:37 - 4:01:01 - Epoch[5] - Iter: [9450/11173]	Time 0.025 (0.236)	Data 0.000 (0.211)	Loss 1.3512 (2.2555)	Prec 84.375 (85.508)	LR 0.29815325108927065
INFO - 02/18/23 07:16:47 - 4:01:11 - Epoch[5] - Iter: [9500/11173]	Time 0.025 (0.235)	Data 0.000 (0.211)	Loss 1.7662 (2.2529)	Prec 87.500 (85.515)	LR 0.29815325108927065
INFO - 02/18/23 07:16:56 - 4:01:19 - Epoch[5] - Iter: [9550/11173]	Time 0.025 (0.235)	Data 0.000 (0.210)	Loss 0.2446 (2.2515)	Prec 96.875 (85.514)	LR 0.29815325108927065
INFO - 02/18/23 07:17:05 - 4:01:29 - Epoch[5] - Iter: [9600/11173]	Time 0.025 (0.235)	Data 0.000 (0.210)	Loss 1.3629 (2.2511)	Prec 90.625 (85.509)	LR 0.29815325108927065
INFO - 02/18/23 07:17:15 - 4:01:38 - Epoch[5] - Iter: [9650/11173]	Time 0.025 (0.235)	Data 0.000 (0.210)	Loss 1.8649 (2.2512)	Prec 87.500 (85.506)	LR 0.29815325108927065
INFO - 02/18/23 07:17:24 - 4:01:47 - Epoch[5] - Iter: [9700/11173]	Time 0.025 (0.234)	Data 0.000 (0.210)	Loss 3.3936 (2.2513)	Prec 84.375 (85.502)	LR 0.29815325108927065
INFO - 02/18/23 07:17:32 - 4:01:56 - Epoch[5] - Iter: [9750/11173]	Time 0.025 (0.234)	Data 0.000 (0.209)	Loss 1.8630 (2.2507)	Prec 93.750 (85.504)	LR 0.29815325108927065
INFO - 02/18/23 07:17:42 - 4:02:05 - Epoch[5] - Iter: [9800/11173]	Time 0.025 (0.234)	Data 0.000 (0.209)	Loss 2.0691 (2.2540)	Prec 87.500 (85.500)	LR 0.29815325108927065
INFO - 02/18/23 07:17:50 - 4:02:14 - Epoch[5] - Iter: [9850/11173]	Time 0.025 (0.233)	Data 0.000 (0.209)	Loss 0.7817 (2.2528)	Prec 90.625 (85.504)	LR 0.29815325108927065
INFO - 02/18/23 07:17:59 - 4:02:23 - Epoch[5] - Iter: [9900/11173]	Time 0.025 (0.233)	Data 0.000 (0.208)	Loss 7.0439 (2.2566)	Prec 90.625 (85.495)	LR 0.29815325108927065
INFO - 02/18/23 07:18:08 - 4:02:31 - Epoch[5] - Iter: [9950/11173]	Time 0.025 (0.233)	Data 0.000 (0.208)	Loss 5.1082 (2.2624)	Prec 87.500 (85.492)	LR 0.29815325108927065
INFO - 02/18/23 07:18:16 - 4:02:40 - Epoch[5] - Iter: [10000/11173]	Time 0.025 (0.233)	Data 0.000 (0.208)	Loss 3.6443 (2.2622)	Prec 71.875 (85.494)	LR 0.29815325108927065
